cycle,state,county_fips,county_name,date,days_to_election,ballots_total,ballots_new,mail_returned,inperson,party_dem,party_rep,party_oth,party_npa,source_tier,source_name,retrieved_at
2022,SC,45001,Abbeville County,2022-10-07,32,1,,1,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-10,29,1,,1,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-14,25,1,,1,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-17,22,3,,3,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-18,21,15,,15,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-19,20,23,,23,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-20,19,36,,36,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-21,18,37,,37,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-25,14,,,49,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-26,13,,,58,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-27,12,,,79,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-28,11,,,79,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-10-31,8,,,108,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-11-01,7,,,120,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-11-02,6,,,130,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-11-03,5,,,150,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-11-04,4,,,164,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-11-07,1,,,174,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45001,Abbeville County,2022-11-08,0,,,176,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-07,32,16,,16,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-10,29,20,,20,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-14,25,22,,22,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-17,22,127,,127,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-18,21,301,,301,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-19,20,315,,315,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-20,19,392,,392,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-21,18,408,,408,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-25,14,,,603,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-26,13,,,639,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-27,12,,,695,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-28,11,,,799,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-10-31,8,,,870,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-11-01,7,,,973,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-11-02,6,,,1003,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-11-03,5,,,1208,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-11-04,4,,,1302,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-11-07,1,,,1332,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45003,Aiken County,2022-11-08,0,,,1479,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
2022,SC,45005,Allendale County,2022-10-07,32,0,,0,,,,,,1,sc-sec,2026-09-06T15:38:14+00:00
