cycle,state,county_fips,county_name,date,days_to_election,ballots_total,ballots_new,mail_returned,inperson,party_dem,party_rep,party_oth,party_npa,source_tier,source_name,retrieved_at
2024,GA,13001,Appling County,2024-10-10,26,4,4,4,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-11,25,22,18,22,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-12,24,22,0,22,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-13,23,22,0,22,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-14,22,44,22,44,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-15,21,543,499,93,450,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-16,20,986,443,106,880,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-17,19,1381,395,148,1233,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-18,18,1909,528,176,1733,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-19,17,2069,160,197,1872,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-20,16,2069,0,197,1872,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-21,15,2521,452,232,2289,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-22,14,2889,368,252,2637,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-23,13,3229,340,276,2953,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-24,12,3607,378,290,3317,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-25,11,4060,453,310,3750,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-26,10,4213,153,319,3894,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-27,9,4213,0,319,3894,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-28,8,4582,369,339,4243,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-29,7,4955,373,360,4595,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-30,6,5253,298,379,4874,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-10-31,5,5525,272,395,5130,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-11-01,4,6012,487,401,5611,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-11-02,3,6012,0,401,5611,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-11-03,2,6012,0,401,5611,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-11-04,1,6035,23,424,5611,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13001,Appling County,2024-11-05,0,6041,6,430,5611,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-09,27,2,2,2,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-10,26,5,3,5,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-11,25,6,1,6,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-12,24,6,0,6,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-13,23,6,0,6,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-14,22,9,3,9,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-15,21,108,99,16,92,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-16,20,211,103,26,185,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-17,19,283,72,27,256,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-18,18,413,130,32,381,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-19,17,450,37,34,416,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-20,16,450,0,34,416,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-21,15,553,103,46,507,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-22,14,665,112,48,617,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-23,13,784,119,54,730,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-24,12,919,135,59,860,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-25,11,1102,183,61,1041,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-26,10,1198,96,61,1137,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-27,9,1198,0,61,1137,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-28,8,1323,125,62,1261,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-29,7,1490,167,69,1421,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-30,6,1597,107,69,1528,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-10-31,5,1749,152,75,1674,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-11-01,4,1963,214,80,1883,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-11-02,3,1963,0,80,1883,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-11-03,2,1963,0,80,1883,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-11-04,1,1968,5,85,1883,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13003,Atkinson County,2024-11-05,0,1970,2,87,1883,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-08,28,1,1,1,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-09,27,2,1,2,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-10,26,8,6,8,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-11,25,9,1,9,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-12,24,9,0,9,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-13,23,9,0,9,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-14,22,13,4,13,0,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-15,21,408,395,34,374,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-16,20,766,358,41,725,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-17,19,1109,343,66,1043,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
2024,GA,13005,Bacon County,2024-10-18,18,1490,381,75,1415,,,,,1,ga-datahub,2026-09-09T19:10:47+00:00
