cycle,state,county_fips,county_name,date,days_to_election,ballots_total,ballots_new,mail_returned,inperson,party_dem,party_rep,party_oth,party_npa,source_tier,source_name,retrieved_at
2022,LA,22001,Acadia Parish,2022-11-08,0,4686,,1009,3677,1662,2386,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22003,Allen Parish,2022-11-08,0,1350,,290,1060,560,615,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22005,Ascension Parish,2022-11-08,0,11930,,2021,9909,4068,5910,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22007,Assumption Parish,2022-11-08,0,1486,,377,1109,875,482,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22009,Avoyelles Parish,2022-11-08,0,2370,,697,1673,1087,955,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22011,Beauregard Parish,2022-11-08,0,2607,,628,1979,713,1459,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22013,Bienville Parish,2022-11-08,0,1193,,452,741,702,359,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22015,Bossier Parish,2022-11-08,0,8819,,3515,5304,2352,5094,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22017,Caddo Parish,2022-11-08,0,17073,,8707,8366,9223,5759,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22019,Calcasieu Parish,2022-11-08,0,13567,,3807,9760,4975,6551,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22021,Caldwell Parish,2022-11-08,0,973,,214,759,279,560,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22023,Cameron Parish,2022-11-08,0,609,,196,413,191,325,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22025,Catahoula Parish,2022-11-08,0,1079,,406,673,432,500,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22027,Claiborne Parish,2022-11-08,0,1807,,358,1449,750,786,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22029,Concordia Parish,2022-11-08,0,1821,,334,1487,728,820,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22031,De Soto Parish,2022-11-08,0,3075,,699,2376,1374,1246,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22033,East Baton Rouge Parish,2022-11-08,0,39057,,11689,27368,18127,14873,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22035,East Carroll Parish,2022-11-08,0,891,,150,741,550,231,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22037,East Feliciana Parish,2022-11-08,0,2374,,561,1813,1087,971,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22039,Evangeline Parish,2022-11-08,0,3309,,676,2633,1907,971,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22041,Franklin Parish,2022-11-08,0,2054,,424,1630,583,1230,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22043,Grant Parish,2022-11-08,0,1282,,440,842,343,752,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22045,Iberia Parish,2022-11-08,0,5197,,1519,3678,2013,2574,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22047,Iberville Parish,2022-11-08,0,3341,,854,2487,1845,1037,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22049,Jackson Parish,2022-11-08,0,1812,,411,1401,837,768,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22051,Jefferson Parish,2022-11-08,0,26523,,9857,16666,12305,10083,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22053,Jefferson Davis Parish,2022-11-08,0,3479,,724,2755,1180,1759,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22055,Lafayette Parish,2022-11-08,0,17579,,5667,11912,6079,8637,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22057,Lafourche Parish,2022-11-08,0,8182,,1226,6956,2680,4194,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22059,LaSalle Parish,2022-11-08,0,1423,,242,1181,298,956,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22061,Lincoln Parish,2022-11-08,0,3682,,1155,2527,1448,1727,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22063,Livingston Parish,2022-11-08,0,10708,,2270,8438,2182,6774,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22065,Madison Parish,2022-11-08,0,865,,277,588,511,276,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22067,Morehouse Parish,2022-11-08,0,3129,,786,2343,1301,1468,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22069,Natchitoches Parish,2022-11-08,0,2614,,857,1757,1146,1073,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22071,Orleans Parish,2022-11-08,0,28835,,7843,20992,22291,2750,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22073,Ouachita Parish,2022-11-08,0,12993,,3637,9356,4495,6808,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22075,Plaquemines Parish,2022-11-08,0,3747,,245,3502,1262,1791,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22077,Pointe Coupee Parish,2022-11-08,0,3387,,809,2578,1999,880,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22079,Rapides Parish,2022-11-08,0,10461,,3406,7055,4146,4894,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22081,Red River Parish,2022-11-08,0,575,,209,366,278,258,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22083,Richland Parish,2022-11-08,0,1994,,431,1563,749,996,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22085,Sabine Parish,2022-11-08,0,1889,,486,1403,475,1085,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22087,St. Bernard Parish,2022-11-08,0,2845,,366,2479,1130,1081,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22089,St. Charles Parish,2022-11-08,0,4341,,950,3391,1607,2048,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22091,St. Helena Parish,2022-11-08,0,1191,,419,772,830,270,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22093,St. James Parish,2022-11-08,0,2562,,607,1955,1759,616,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22095,St. John the Baptist Parish,2022-11-08,0,3607,,764,2843,2464,737,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22097,St. Landry Parish,2022-11-08,0,6654,,1935,4719,3896,1995,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22099,St. Martin Parish,2022-11-08,0,5618,,1201,4417,2194,2701,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22101,St. Mary Parish,2022-11-08,0,3613,,797,2816,1305,1784,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22103,St. Tammany Parish,2022-11-08,0,30277,,7808,22469,7483,16853,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22105,Tangipahoa Parish,2022-11-08,0,9354,,2900,6454,3368,4472,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22107,Tensas Parish,2022-11-08,0,691,,299,392,391,251,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22109,Terrebonne Parish,2022-11-08,0,6468,,1622,4846,1862,3697,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22111,Union Parish,2022-11-08,0,1984,,382,1602,586,1166,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22113,Vermilion Parish,2022-11-08,0,4255,,1137,3118,1382,2202,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22115,Vernon Parish,2022-11-08,0,2922,,515,2407,750,1654,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22117,Washington Parish,2022-11-08,0,4310,,835,3475,1925,1780,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22119,Webster Parish,2022-11-08,0,3849,,1036,2813,1745,1600,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22121,West Baton Rouge Parish,2022-11-08,0,3341,,473,2868,1475,1311,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22123,West Carroll Parish,2022-11-08,0,1197,,188,1009,281,737,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22125,West Feliciana Parish,2022-11-08,0,1382,,166,1216,471,686,,,1,la-sos,2026-09-08T06:27:21+00:00
2022,LA,22127,Winn Parish,2022-11-08,0,1140,,202,938,394,553,,,1,la-sos,2026-09-08T06:27:21+00:00
2024,LA,22001,Acadia Parish,2024-11-05,0,9786,,1071,8715,2509,5725,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22003,Allen Parish,2024-11-05,0,3117,,364,2753,1009,1638,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22005,Ascension Parish,2024-11-05,0,35192,,2560,32632,10655,17125,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22007,Assumption Parish,2024-11-05,0,3764,,467,3297,1834,1431,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22009,Avoyelles Parish,2024-11-05,0,5203,,833,4370,2003,2330,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22011,Beauregard Parish,2024-11-05,0,7039,,844,6195,1439,4218,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22013,Bienville Parish,2024-11-05,0,2097,,533,1564,1013,814,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22015,Bossier Parish,2024-11-05,0,27525,,4180,23345,5859,15999,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22017,Caddo Parish,2024-11-05,0,40758,,9844,30914,18086,15762,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22019,Calcasieu Parish,2024-11-05,0,38621,,4528,34093,11306,19749,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22021,Caldwell Parish,2024-11-05,0,2089,,276,1813,422,1319,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22023,Cameron Parish,2024-11-05,0,1553,,208,1345,371,903,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22025,Catahoula Parish,2024-11-05,0,1755,,350,1405,513,986,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22027,Claiborne Parish,2024-11-05,0,3051,,395,2656,1072,1469,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22029,Concordia Parish,2024-11-05,0,3396,,424,2972,1130,1696,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22031,De Soto Parish,2024-11-05,0,7691,,817,6874,2490,3879,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22033,East Baton Rouge Parish,2024-11-05,0,94908,,13696,81212,42518,34081,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22035,East Carroll Parish,2024-11-05,0,1026,,189,837,561,358,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22037,East Feliciana Parish,2024-11-05,0,5193,,704,4489,2073,2252,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22039,Evangeline Parish,2024-11-05,0,4668,,480,4188,1695,2346,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22041,Franklin Parish,2024-11-05,0,4550,,460,4090,1179,2776,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22043,Grant Parish,2024-11-05,0,2869,,580,2289,554,1778,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22045,Iberia Parish,2024-11-05,0,13920,,1886,12034,4610,7046,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22047,Iberville Parish,2024-11-05,0,5414,,952,4462,2717,1837,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22049,Jackson Parish,2024-11-05,0,3258,,498,2760,936,1830,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22051,Jefferson Parish,2024-11-05,0,90305,,11614,78691,35303,35059,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22053,Jefferson Davis Parish,2024-11-05,0,7116,,796,6320,1930,3753,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22055,Lafayette Parish,2024-11-05,0,55556,,6755,48801,15310,28723,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22057,Lafourche Parish,2024-11-05,0,20538,,1535,19003,4982,11314,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22059,LaSalle Parish,2024-11-05,0,3200,,305,2895,484,2241,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22061,Lincoln Parish,2024-11-05,0,8790,,1314,7476,2923,4305,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22063,Livingston Parish,2024-11-05,0,32789,,2793,29996,5412,20599,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22065,Madison Parish,2024-11-05,0,1693,,320,1373,892,573,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22067,Morehouse Parish,2024-11-05,0,6267,,923,5344,2476,2903,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22069,Natchitoches Parish,2024-11-05,0,6823,,1068,5755,2680,2918,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22071,Orleans Parish,2024-11-05,0,80095,,9996,70099,57369,7680,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22073,Ouachita Parish,2024-11-05,0,34722,,4398,30324,10942,17917,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22075,Plaquemines Parish,2024-11-05,0,5950,,306,5644,1778,2906,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22077,Pointe Coupee Parish,2024-11-05,0,5139,,747,4392,2358,1939,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22079,Rapides Parish,2024-11-05,0,22873,,3946,18927,7578,11249,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22081,Red River Parish,2024-11-05,0,1545,,276,1269,668,704,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22083,Richland Parish,2024-11-05,0,4178,,498,3680,1197,2344,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22085,Sabine Parish,2024-11-05,0,3947,,553,3394,770,2479,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22087,St. Bernard Parish,2024-11-05,0,8370,,476,7894,3062,3087,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22089,St. Charles Parish,2024-11-05,0,12911,,1232,11679,4230,6079,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22091,St. Helena Parish,2024-11-05,0,2483,,423,2060,1396,807,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22093,St. James Parish,2024-11-05,0,5917,,677,5240,3309,1899,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22095,St. John the Baptist Parish,2024-11-05,0,10048,,1044,9004,6441,2028,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22097,St. Landry Parish,2024-11-05,0,15054,,2364,12690,7001,5760,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22099,St. Martin Parish,2024-11-05,0,12850,,1327,11523,4120,6608,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22101,St. Mary Parish,2024-11-05,0,9572,,1071,8501,3254,4535,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22103,St. Tammany Parish,2024-11-05,0,80218,,9599,70619,17340,44160,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22105,Tangipahoa Parish,2024-11-05,0,22903,,3377,19526,6908,11340,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22107,Tensas Parish,2024-11-05,0,1133,,303,830,578,441,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22109,Terrebonne Parish,2024-11-05,0,17841,,1981,15860,4184,10168,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22111,Union Parish,2024-11-05,0,4668,,481,4187,1135,2851,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22113,Vermilion Parish,2024-11-05,0,10867,,1388,9479,2658,6100,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22115,Vernon Parish,2024-11-05,0,7041,,699,6342,1461,4053,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22117,Washington Parish,2024-11-05,0,8771,,985,7786,2967,4305,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22119,Webster Parish,2024-11-05,0,7918,,1130,6788,2584,3951,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22121,West Baton Rouge Parish,2024-11-05,0,7754,,583,7171,3358,2968,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22123,West Carroll Parish,2024-11-05,0,2541,,257,2284,460,1623,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22125,West Feliciana Parish,2024-11-05,0,3428,,229,3199,1065,1686,,,1,la-sos,2026-09-08T06:27:42+00:00
2024,LA,22127,Winn Parish,2024-11-05,0,2762,,315,2447,746,1469,,,1,la-sos,2026-09-08T06:27:42+00:00
