cycle,state,town_geoid,town_name,county_fips,date,days_to_election,ballots_total,ballots_new,mail_returned,inperson,party_dem,party_rep,party_oth,party_npa,source_tier,source_name,retrieved_at
2022,ME,2300102060,Auburn city,23001,2022-09-22,47,2,2,2,0,2,0,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-09-23,46,4,2,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-09-24,45,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-09-25,44,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-09-26,43,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-09-27,42,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-09-28,41,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-09-29,40,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-09-30,39,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-01,38,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-02,37,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-03,36,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-04,35,4,0,4,0,3,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-05,34,12,8,4,8,4,6,0,2,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-06,33,23,11,4,19,8,11,0,4,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-07,32,45,22,10,35,24,15,1,5,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-08,31,45,0,10,35,24,15,1,5,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-09,30,45,0,10,35,24,15,1,5,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-10,29,45,0,10,35,24,15,1,5,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-11,28,200,155,130,70,104,52,4,40,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-12,27,299,99,154,145,155,72,5,67,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-13,26,479,180,287,192,242,108,20,109,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-14,25,578,99,368,210,299,129,24,126,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-15,24,578,0,368,210,299,129,24,126,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-16,23,578,0,368,210,299,129,24,126,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-17,22,798,220,532,266,414,173,34,177,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-18,21,979,181,626,353,498,210,41,230,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-19,20,1134,155,733,401,584,243,46,261,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-20,19,1280,146,829,451,652,275,50,303,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-21,18,1433,153,932,501,724,314,56,339,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-22,17,1433,0,932,501,724,314,56,339,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-23,16,1433,0,932,501,724,314,56,339,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-24,15,1684,251,1128,556,844,376,72,392,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-25,14,1873,189,1262,611,928,426,80,439,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-26,13,2014,141,1355,659,998,452,83,481,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-27,12,2163,149,1449,714,1070,491,89,513,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-28,11,2309,146,1541,768,1141,526,92,550,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-29,10,2309,0,1541,768,1141,526,92,550,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-30,9,2311,2,1543,768,1142,526,93,550,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-10-31,8,2582,271,1732,850,1265,601,103,613,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-11-01,7,2772,190,1819,953,1344,663,110,655,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-11-02,6,2967,195,1909,1058,1413,722,122,710,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-11-03,5,3207,240,2015,1192,1516,795,135,761,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-11-04,4,3318,111,2116,1202,1556,825,145,792,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-11-05,3,3318,0,2116,1202,1556,825,145,792,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-11-06,2,3319,1,2117,1202,1557,825,145,792,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-11-07,1,3537,218,2330,1207,1652,872,155,858,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300102060,Auburn city,23001,2022-11-08,0,3636,99,2429,1207,1694,892,159,891,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-01,38,1,1,1,0,1,0,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-02,37,1,0,1,0,1,0,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-03,36,2,1,2,0,2,0,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-04,35,2,0,2,0,2,0,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-05,34,2,0,2,0,2,0,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-06,33,2,0,2,0,2,0,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-07,32,2,0,2,0,2,0,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-08,31,3,1,3,0,2,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-09,30,3,0,3,0,2,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-10,29,3,0,3,0,2,1,0,0,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-11,28,19,16,3,16,5,11,0,3,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-12,27,19,0,3,16,5,11,0,3,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-13,26,29,10,7,22,7,17,1,4,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-14,25,37,8,7,30,8,21,1,7,1,me-sos,2026-09-06T15:37:41+00:00
2022,ME,2300119105,Durham town,23001,2022-10-15,24,37,0,7,30,8,21,1,7,1,me-sos,2026-09-06T15:37:41+00:00
