cycle,state,county_fips,county_name,date,days_to_election,method,ballots_total,ballots_new,party_dem,party_rep,party_oth,party_npa,source_tier,source_name,retrieved_at
2022,CO,08001,Adams County,2022-10-24,15,inperson,13,,4,5,0,4,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-10-25,14,inperson,38,,12,11,1,14,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-10-26,13,inperson,70,,25,21,2,22,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-10-27,12,inperson,94,,32,33,4,25,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-10-30,9,inperson,139,,44,51,5,39,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-10-31,8,inperson,192,,52,75,8,57,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-11-01,7,inperson,247,,69,94,10,74,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-11-02,6,inperson,306,,94,110,11,91,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-11-03,5,inperson,387,,112,141,12,122,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-11-06,2,inperson,836,,225,283,23,305,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08001,Adams County,2022-11-07,1,inperson,1618,,454,532,48,584,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08003,Alamosa County,2022-10-24,15,inperson,0,,0,0,0,0,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08003,Alamosa County,2022-10-25,14,inperson,0,,0,0,0,0,1,co-sos,2026-09-08T00:21:02+00:00
2022,CO,08003,Alamosa County,2022-10-26,13,inperson,0,,0,0,0,0,1,co-sos,2026-09-08T00:21:02+00:00
