cycle,state,county_fips,county_name,date,days_to_election,method,ballots_total,ballots_new,party_dem,party_rep,party_oth,party_npa,source_tier,source_name,retrieved_at
2022,DE,10001,Kent County,2022-11-04,4,inperson,6058,,3120,1755,1183,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10001,Kent County,2022-11-04,4,mail,3175,,2064,738,373,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10001,Kent County,2022-11-07,1,inperson,8725,,4548,2490,1687,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10001,Kent County,2022-11-07,1,mail,3408,,2174,811,423,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10001,Kent County,2022-11-08,0,inperson,8725,,4548,2490,1687,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10001,Kent County,2022-11-08,0,mail,3581,,2277,850,454,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10003,New Castle County,2022-11-04,4,inperson,12234,,7973,2198,2063,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10003,New Castle County,2022-11-04,4,mail,9746,,6788,1722,1236,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10003,New Castle County,2022-11-07,1,inperson,19300,,12581,3410,3309,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10003,New Castle County,2022-11-07,1,mail,10378,,7192,1842,1344,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10003,New Castle County,2022-11-08,0,inperson,19293,,12575,3408,3310,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10003,New Castle County,2022-11-08,0,mail,10969,,7575,1943,1451,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10005,Sussex County,2022-11-04,4,inperson,19775,,8772,7191,3812,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10005,Sussex County,2022-11-04,4,mail,7410,,4180,2246,984,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10005,Sussex County,2022-11-07,1,inperson,27507,,11602,10588,5317,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10005,Sussex County,2022-11-07,1,mail,7659,,4316,2312,1031,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10005,Sussex County,2022-11-08,0,inperson,28177,,11784,10955,5438,,1,de-doe,2026-09-08T17:59:41+00:00
2022,DE,10005,Sussex County,2022-11-08,0,mail,8047,,4489,2443,1115,,1,de-doe,2026-09-08T17:59:41+00:00
