cycle,state,county_fips,county_name,date,days_to_election,method,ballots_total,ballots_new,party_dem,party_rep,party_oth,party_npa,source_tier,source_name,retrieved_at
2022,ME,23001,Androscoggin County,2022-07-11,120,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-12,119,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-13,118,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-14,117,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-15,116,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-16,115,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-17,114,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-18,113,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-19,112,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-20,111,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-21,110,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-22,109,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-23,108,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-24,107,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-25,106,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-26,105,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-27,104,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-28,103,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-29,102,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-30,101,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-07-31,100,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-01,99,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-02,98,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-03,97,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-04,96,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-05,95,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-06,94,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-07,93,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-08,92,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-09,91,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-10,90,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-11,89,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-12,88,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-13,87,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-14,86,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-15,85,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-16,84,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-17,83,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-18,82,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-19,81,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-20,80,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-21,79,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-22,78,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-23,77,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-24,76,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-25,75,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-26,74,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-27,73,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-28,72,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-29,71,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-30,70,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-08-31,69,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-01,68,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-02,67,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-03,66,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-04,65,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-05,64,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-06,63,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-07,62,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-07,62,mail,2,2,2,0,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-08,61,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-08,61,mail,2,0,2,0,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-09,60,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-09,60,mail,2,0,2,0,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-10,59,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-10,59,mail,2,0,2,0,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-11,58,inperson,1,0,0,1,0,0,1,me-sos,2026-09-08T00:21:26+00:00
2022,ME,23001,Androscoggin County,2022-09-11,58,mail,2,0,2,0,0,0,1,me-sos,2026-09-08T00:21:26+00:00
