cycle,state,county_fips,county_name,date,days_to_election,method,ballots_total,ballots_new,party_dem,party_rep,party_oth,party_npa,source_tier,source_name,retrieved_at
2022,FL,12001,Alachua County,2022-10-06,33,mail,46,,23,16,1,6,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-07,32,mail,53,,27,19,1,6,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-10,29,mail,324,,184,95,5,40,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-21,18,mail,9365,,5459,2440,136,1330,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-23,16,mail,9689,,5674,2512,139,1364,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-24,15,mail,9689,,5674,2512,139,1364,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-25,14,inperson,1563,,697,672,23,171,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-25,14,mail,11205,,6509,2938,162,1596,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-27,12,inperson,5060,,2286,2071,71,632,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-27,12,mail,14739,,8815,3644,197,2083,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-28,11,inperson,6790,,3089,2727,91,883,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-28,11,mail,15832,,9528,3887,209,2208,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-31,8,inperson,11231,,5205,4324,159,1543,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-10-31,8,mail,18416,,11156,4449,232,2579,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-01,7,inperson,12866,,5994,4946,175,1751,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-01,7,mail,19461,,11839,4642,241,2739,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-02,6,inperson,14685,,6805,5671,199,2010,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-02,6,mail,21089,,12787,5031,270,3001,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-03,5,inperson,16847,,7807,6441,224,2375,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-03,5,mail,22279,,13493,5314,281,3191,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-04,4,inperson,19308,,8979,7299,257,2773,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-04,4,mail,23515,,14255,5590,295,3375,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-05,3,inperson,22937,,10694,8501,293,3449,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-05,3,mail,24724,,14993,5847,310,3574,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-06,2,inperson,26736,,12688,9567,353,4128,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-06,2,mail,25794,,15662,6057,325,3750,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-07,1,inperson,27789,,13372,9747,372,4298,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-07,1,mail,26697,,16298,6186,337,3876,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-14,-6,inperson,27789,,13372,9747,372,4298,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-14,-6,mail,31334,,19284,6887,402,4761,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-16,-8,inperson,27789,,13372,9747,372,4298,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-16,-8,mail,31378,,19306,6903,404,4765,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-17,-9,inperson,27789,,13372,9747,372,4298,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-17,-9,mail,31389,,19313,6903,404,4769,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-18,-10,inperson,27789,,13372,9747,372,4298,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-18,-10,mail,31397,,19317,6904,404,4772,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-19,-11,inperson,27789,,13372,9747,372,4298,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-19,-11,mail,31399,,19318,6905,404,4772,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-22,-14,inperson,27789,,13372,9747,372,4298,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-22,-14,mail,31399,,19318,6905,404,4772,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-23,-15,inperson,27789,,13372,9747,372,4298,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12001,Alachua County,2022-11-23,-15,mail,31400,,19318,6906,404,4772,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-06,33,mail,3,,1,2,0,0,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-07,32,mail,4,,1,3,0,0,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-10,29,mail,4,,1,3,0,0,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-21,18,mail,581,,167,376,4,34,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-23,16,mail,627,,181,406,4,36,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-24,15,mail,627,,181,406,4,36,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-25,14,inperson,0,,0,0,0,0,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-25,14,mail,733,,220,473,4,36,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-27,12,inperson,0,,0,0,0,0,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-27,12,mail,852,,240,563,5,44,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-28,11,inperson,504,,69,415,4,16,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-28,11,mail,926,,248,625,6,47,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-31,8,inperson,1426,,193,1150,10,73,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-10-31,8,mail,1049,,281,707,6,55,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-01,7,inperson,1890,,263,1517,14,96,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-01,7,mail,1105,,295,746,6,58,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-02,6,inperson,2356,,335,1880,17,124,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-02,6,mail,1160,,301,790,6,63,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-03,5,inperson,2766,,383,2210,22,151,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-03,5,mail,1222,,319,829,6,68,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-04,4,inperson,3262,,451,2604,27,180,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-04,4,mail,1279,,330,872,6,71,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-05,3,inperson,3878,,544,3080,32,222,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-05,3,mail,1333,,344,908,6,75,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-06,2,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-06,2,mail,1373,,359,930,6,78,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-07,1,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-07,1,mail,1373,,359,930,6,78,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-14,-6,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-14,-6,mail,1577,,415,1055,8,99,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-16,-8,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-16,-8,mail,1577,,415,1055,8,99,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-17,-9,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-17,-9,mail,1577,,415,1055,8,99,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-18,-10,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-18,-10,mail,1577,,415,1055,8,99,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-19,-11,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-19,-11,mail,1578,,415,1055,8,100,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-22,-14,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-22,-14,mail,1578,,415,1055,8,100,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-23,-15,inperson,4415,,609,3505,36,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12003,Baker County,2022-11-23,-15,mail,1578,,415,1055,8,100,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-06,33,mail,304,,84,184,3,33,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-07,32,mail,444,,130,263,4,47,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-10,29,mail,458,,133,271,4,50,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-21,18,mail,7751,,2572,4180,101,898,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-23,16,mail,7988,,2659,4305,101,923,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-24,15,mail,7988,,2659,4305,101,923,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-25,14,inperson,2331,,343,1708,15,265,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-25,14,mail,8925,,3001,4766,113,1045,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-27,12,inperson,7409,,1047,5447,82,833,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-27,12,mail,9397,,3168,5009,115,1105,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-28,11,inperson,9641,,1380,7091,104,1066,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-28,11,mail,10377,,3463,5526,128,1260,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-31,8,inperson,14082,,2070,10286,158,1568,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-10-31,8,mail,11036,,3694,5868,138,1336,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-01,7,inperson,16345,,2420,11878,178,1869,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-01,7,mail,11680,,3918,6185,145,1432,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-02,6,inperson,18634,,2765,13518,207,2144,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-02,6,mail,12419,,4170,6557,156,1536,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-03,5,inperson,20921,,3078,15176,240,2427,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-03,5,mail,13541,,4523,7161,175,1682,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-04,4,inperson,23334,,3452,16865,270,2747,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-04,4,mail,13607,,4545,7190,179,1693,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-05,3,inperson,26579,,3991,19048,312,3228,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-05,3,mail,14068,,4676,7445,181,1766,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-06,2,inperson,29028,,4403,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-06,2,mail,14401,,4800,7607,184,1810,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-07,1,inperson,29028,,4403,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-07,1,mail,14401,,4800,7607,184,1810,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-14,-6,inperson,29026,,4401,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-14,-6,mail,15545,,5189,8148,195,2013,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-16,-8,inperson,29026,,4401,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-16,-8,mail,15594,,5206,8172,195,2021,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-17,-9,inperson,29026,,4401,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-17,-9,mail,15594,,5206,8172,195,2021,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-18,-10,inperson,29026,,4401,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-18,-10,mail,15595,,5206,8172,195,2022,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-19,-11,inperson,29026,,4401,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-19,-11,mail,15594,,5206,8171,195,2022,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-22,-14,inperson,29026,,4401,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-22,-14,mail,15594,,5206,8171,195,2022,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-23,-15,inperson,29026,,4401,20664,355,3606,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12005,Bay County,2022-11-23,-15,mail,15594,,5206,8171,195,2022,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-06,33,mail,5,,0,5,0,0,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-07,32,mail,39,,7,31,0,1,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-10,29,mail,105,,24,71,1,9,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-21,18,mail,1081,,392,610,8,71,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-23,16,mail,1153,,416,649,8,80,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-24,15,mail,1153,,416,649,8,80,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-25,14,inperson,199,,29,156,2,12,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-25,14,mail,1328,,468,751,9,100,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-27,12,inperson,507,,98,371,6,32,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-27,12,mail,1564,,569,870,10,115,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-28,11,inperson,632,,133,454,7,38,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-28,11,mail,1633,,591,910,10,122,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-31,8,inperson,983,,207,698,11,67,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-10-31,8,mail,1794,,638,1019,10,127,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-01,7,inperson,1191,,241,857,13,80,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-01,7,mail,1858,,665,1049,10,134,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-02,6,inperson,1383,,279,998,14,92,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-02,6,mail,1902,,677,1079,10,136,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-03,5,inperson,1580,,316,1140,19,105,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-03,5,mail,2056,,731,1167,11,147,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-04,4,inperson,1793,,366,1282,21,124,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-04,4,mail,2127,,757,1207,13,150,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-05,3,inperson,2111,,420,1520,21,150,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-05,3,mail,2244,,784,1285,15,160,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-06,2,inperson,2295,,462,1647,22,164,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-06,2,mail,2273,,797,1300,15,161,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-07,1,inperson,2587,,539,1840,24,184,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-07,1,mail,2304,,809,1317,15,163,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-14,-6,inperson,2587,,539,1840,24,184,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-14,-6,mail,2540,,887,1444,18,191,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-16,-8,inperson,2587,,539,1840,24,184,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-16,-8,mail,2541,,888,1444,18,191,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-17,-9,inperson,2587,,539,1840,24,184,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-17,-9,mail,2541,,888,1444,18,191,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-18,-10,inperson,2587,,539,1840,24,184,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-18,-10,mail,2541,,888,1444,18,191,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-19,-11,inperson,2587,,539,1840,24,184,1,fl-doe,2026-09-08T00:32:43+00:00
2022,FL,12007,Bradford County,2022-11-19,-11,mail,2541,,888,1444,18,191,1,fl-doe,2026-09-08T00:32:43+00:00
