cycle,state,date,days_to_election,reference_cycle,reference_date,reference_days_to_election,implied_margin_2024,actual_margin_2024,shift_pp,shift_lo,shift_hi,composition_margin,reference_composition_margin,dims_used,dims_reported,counties_used,counties_total,county_coverage,reference_counties_used,reference_county_coverage,ballots,reference_ballots,completeness,reference_completeness,party_margin_shift_pp,party_coverage,reference_party_coverage,age_shift_tv,race_shift_tv,sex_shift_tv,demo_coverage,behaviour_cycle,confidence,method,source_name,retrieved_at
2024,TN,2024-10-29,7,2022,2022-11-01,7,-31.6143,-30.1211,-1.4932,-11.9932,9.0068,-28.8142,-27.3210,county,county,95,95,1.0000,95,1.0000,1875293,688001,2.1254,0.7798,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TN,2024-10-30,6,2022,2022-11-02,6,-31.8629,-30.1211,-1.7418,-12.2418,8.7582,-28.6200,-26.8782,county,county,95,95,1.0000,95,1.0000,2037440,770986,2.3092,0.8738,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TN,2024-10-31,5,2022,2022-11-03,5,-32.4492,-30.1211,-2.3281,-12.8281,8.1719,-28.4210,-26.0929,county,county,95,95,1.0000,95,1.0000,2214870,882310,2.5103,1.0000,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-23,13,2022,2022-10-26,13,-14.7618,-13.8781,-0.8837,-11.3837,9.6163,-15.0783,-14.1946,county,county,254,254,1.0000,254,1.0000,2850176,1617402,0.5185,0.2942,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-24,12,2022,2022-10-27,12,-14.7255,-13.8781,-0.8475,-11.3475,9.6525,-14.9272,-14.0798,county,county,254,254,1.0000,254,1.0000,3644731,2064995,0.6630,0.3757,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-25,11,2022,2022-10-28,11,-14.6592,-13.8781,-0.7812,-11.2812,9.7188,-14.8367,-14.0555,county,county,254,254,1.0000,254,1.0000,4507733,2515156,0.8200,0.4575,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-26,10,2022,2022-10-29,10,-15.0560,-13.8781,-1.1780,-11.6780,9.3220,-14.6413,-13.4633,county,county,254,254,1.0000,254,1.0000,5156750,2845953,0.9381,0.5177,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-27,9,2022,2022-10-30,9,-15.2915,-13.8781,-1.4134,-11.9134,9.0866,-14.4769,-13.0634,county,county,254,254,1.0000,254,1.0000,5479281,2992421,0.9968,0.5444,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-28,8,2022,2022-10-31,8,-15.1660,-13.8781,-1.2880,-11.7880,9.2120,-14.3897,-13.1017,county,county,254,254,1.0000,254,1.0000,6228042,3407723,1.1330,0.6199,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-29,7,2022,2022-11-01,7,-15.0026,-13.8781,-1.1246,-11.6246,9.3754,-14.2101,-13.0856,county,county,254,254,1.0000,254,1.0000,6912655,3803294,1.2575,0.6919,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-30,6,2022,2022-11-02,6,-14.9584,-13.8781,-1.0803,-11.5803,9.4197,-13.9650,-12.8846,county,county,254,254,1.0000,254,1.0000,7552471,4242737,1.3739,0.7718,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-10-31,5,2022,2022-11-03,5,-15.0303,-13.8781,-1.1522,-11.6522,9.3478,-13.7294,-12.5772,county,county,254,254,1.0000,254,1.0000,8158109,4762628,1.4841,0.8664,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,TX,2024-11-01,4,2022,2022-11-04,4,-15.1783,-13.8781,-1.3002,-11.8002,9.1998,-13.5115,-12.2113,county,county,254,254,1.0000,254,1.0000,9058436,5497027,1.6479,1.0000,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
2024,VA,2024-11-05,0,2022,2022-11-08,0,4.5900,5.9021,-1.3121,-11.8121,9.1879,8.0388,9.3509,county,county,133,133,1.0000,133,1.0000,2376938,992231,2.3955,1.0000,,,,,,,,2024,medium,pres2024-county-composition-diff,electindex-counterfactual/pres2024-county-returns,2026-09-07T21:23:23+00:00
