cycle,state,date,days_to_election,dimension,bucket,ballots_total,source_tier,source_name,retrieved_at
2022,NC,2022-09-10,59,race,white,42,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-10,59,sex,female,27,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-10,59,sex,male,30,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-10,59,sex,unknown,5,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,age,18-24,4,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,age,25-34,20,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,age,35-44,14,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,age,45-54,10,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,age,55-64,13,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,age,65+,12,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,race,asian,4,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,race,hispanic,1,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,race,unknown,17,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,race,white,51,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,sex,female,29,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,sex,male,37,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-11,58,sex,unknown,7,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,age,18-24,11,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,age,25-34,45,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,age,35-44,34,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,age,45-54,25,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,age,55-64,29,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,age,65+,50,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,race,asian,7,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,race,black,6,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,race,hispanic,2,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,race,other,1,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,race,unknown,39,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,race,white,138,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,sex,female,77,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,sex,male,104,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-12,57,sex,unknown,13,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,age,18-24,19,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,age,25-34,61,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,age,35-44,45,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,age,45-54,35,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,age,55-64,48,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,age,65+,97,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,race,asian,10,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,race,black,22,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,race,hispanic,2,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,race,other,5,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,race,unknown,55,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,race,white,209,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,sex,female,131,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,sex,male,153,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-13,56,sex,unknown,21,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,age,18-24,30,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,age,25-34,86,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,age,35-44,73,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,age,45-54,62,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,age,55-64,97,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,age,65+,241,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,race,asian,25,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,race,black,62,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,race,hispanic,10,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,race,other,16,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,race,unknown,81,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,race,white,393,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,sex,female,264,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,sex,male,287,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-14,55,sex,unknown,38,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,age,18-24,42,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,age,25-34,121,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,age,35-44,105,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,age,45-54,85,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,age,55-64,166,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,age,65+,464,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,race,asian,41,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,race,black,154,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,race,hispanic,18,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,race,other,25,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,race,unknown,112,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,race,white,628,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,sex,female,446,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,sex,male,474,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-15,54,sex,unknown,63,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,age,18-24,66,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,age,25-34,180,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,age,35-44,141,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,age,45-54,134,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,age,55-64,284,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,age,65+,815,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,race,asian,68,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,race,black,312,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,race,hispanic,30,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,race,other,36,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,race,unknown,143,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,race,white,1025,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,sex,female,789,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,sex,male,747,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-16,53,sex,unknown,84,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,age,18-24,66,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,age,25-34,182,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,age,35-44,144,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,age,45-54,134,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,age,55-64,291,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,age,65+,827,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,race,asian,70,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,race,black,313,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,race,hispanic,30,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,race,other,36,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,race,unknown,144,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,race,white,1045,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,sex,female,804,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,sex,male,755,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-17,52,sex,unknown,85,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,age,18-24,66,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,age,25-34,183,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,age,35-44,144,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,age,45-54,135,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,age,55-64,292,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,age,65+,828,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,race,asian,70,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,race,black,313,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,race,hispanic,30,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,race,other,36,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,race,unknown,145,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,race,white,1048,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,sex,female,806,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,sex,male,756,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-18,51,sex,unknown,86,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,age,18-24,152,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,age,25-34,313,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,age,35-44,277,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,age,45-54,246,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,age,55-64,514,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,age,65+,1597,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,race,asian,116,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,race,black,602,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,race,hispanic,64,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,race,other,71,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,race,unknown,248,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,race,white,1985,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,sex,female,1569,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,sex,male,1371,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-19,50,sex,unknown,159,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,age,18-24,180,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,age,25-34,347,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,age,35-44,310,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,age,45-54,275,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,age,55-64,569,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,age,65+,1816,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,race,asian,119,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,race,black,652,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,race,hispanic,72,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,race,other,78,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,race,unknown,286,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,race,white,2275,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,sex,female,1775,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,sex,male,1537,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-20,49,sex,unknown,185,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,age,18-24,226,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,age,25-34,450,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,age,35-44,399,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,age,45-54,373,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,age,55-64,730,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,age,65+,2543,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,race,asian,157,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,race,black,875,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,race,hispanic,100,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,race,other,110,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,race,unknown,387,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,race,white,3074,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,sex,female,2405,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,sex,male,2051,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-21,48,sex,unknown,265,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,age,18-24,280,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,age,25-34,534,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,age,35-44,477,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,age,45-54,467,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,age,55-64,887,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,age,65+,3154,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,race,asian,183,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,race,black,1075,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,race,hispanic,135,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,race,other,135,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,race,unknown,459,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,race,white,3790,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,sex,female,2960,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,sex,male,2509,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-22,47,sex,unknown,330,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,age,18-24,342,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,age,25-34,597,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,age,35-44,585,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,age,45-54,553,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,age,55-64,1027,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,age,65+,3792,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,race,asian,224,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,race,black,1284,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,race,hispanic,159,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,race,other,168,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,race,unknown,519,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,race,white,4512,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,sex,female,3553,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,sex,male,2960,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-23,46,sex,unknown,383,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,age,18-24,343,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,age,25-34,597,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,age,35-44,587,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,age,45-54,556,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,age,55-64,1034,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,age,65+,3821,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,race,asian,224,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,race,black,1288,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,race,hispanic,159,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,race,other,170,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,race,unknown,521,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,race,white,4546,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,sex,female,3577,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,sex,male,2976,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-24,45,sex,unknown,385,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,age,18-24,344,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,age,25-34,598,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,age,35-44,587,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,age,45-54,557,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,age,55-64,1034,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,age,65+,3824,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,race,asian,224,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,race,black,1288,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,race,hispanic,159,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,race,other,170,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,race,unknown,522,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,race,white,4551,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,sex,female,3578,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,sex,male,2980,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-25,44,sex,unknown,386,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,age,18-24,445,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,age,25-34,749,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,age,35-44,726,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,age,45-54,718,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,age,55-64,1349,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,age,65+,5092,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,race,asian,280,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,race,black,1677,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,race,hispanic,213,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,race,other,213,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,race,unknown,673,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,race,white,5985,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,sex,female,4734,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,sex,male,3843,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-26,43,sex,unknown,502,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,age,18-24,482,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,age,25-34,795,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,age,35-44,773,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,age,45-54,762,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,age,55-64,1427,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,age,65+,5459,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,race,asian,289,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,race,black,1770,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,race,hispanic,228,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,race,other,228,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,race,unknown,729,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,race,white,6415,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,sex,female,5046,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,sex,male,4115,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-27,42,sex,unknown,537,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-28,41,age,18-24,573,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-28,41,age,25-34,927,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-28,41,age,35-44,898,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-28,41,age,45-54,928,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-28,41,age,55-64,1758,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-28,41,age,65+,6585,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-28,41,race,asian,343,1,nc-sbe,2026-09-06T15:46:38+00:00
2022,NC,2022-09-28,41,race,black,2065,1,nc-sbe,2026-09-06T15:46:38+00:00
